"","x"
"a_I",0.595655671893702
"m_I",0.411565313984084
"ablty_ALT_rt_v",0.899104008364373
"mrl_ALT_rt_v",0.848902118253349
"ablty_ALT_rt_r",1.00270833209311
"mrl_ALT_rt_r",1.00514369768917
"a_S",1.27336493412127
"m_S",0.571024888086386
"ablty_ALT_d_v",0.805088775293857
"mrl_ALT_d_v",0.799427564761886
"ablty_ALT_d_r",0.926440066570348
"mrl_ALT_d_r",0.936629946524857
"sl_1",0.967089519246943
"sl_2",1.19944666414408
"sl_3",0.725614070899313
"sl_4",1.16498060632294
"sl_5",0.998738352807802
"sl_6",0.943813073783874
"sl_7",0.770788006881697
"sl_8",1.17814499480591
"sl_9",1.11853164319457
"sl_10",1.03797996012083
"sl_11",1.12169533891235
"sl_12",1.16572069894698
"LOT_1",0.866725238120249
"LOT_2",0.873067876137915
"LOT_3",1.10743854986458
"LOT_4",0.900832021138923
"LOT_5",1.09247632550608
"LOT_6",0.797693124646791
"IPC_1",1.53392935741354
"IPC_2",0.672486247230153
"IPC_3",1.06142315350942
"IPC_4",0.567142906305518
"IPC_5",1.12556063832483
"IPC_6",1.08601475424376
"IPC_7",1.15227240213073
"IPC_8",0.861425423886752
"ss_1",1.11851569133522
"ss_2",0.916000945937509
"ss_3",1.03144605074508
"ss_4",0.917191248005571
"ss_5",0.98588587964585
"ss_6",1.0230183674402
"ss_7",1.05464265900919
"ss_8",0.608822309984412
"ss_9",1.06071521808418
"ss_10",0.974571050389357
"cr_1",1.14968137072339
"c_2",1.2460248574376
"c_3",1.21180002917869
"c_4",1.1173735129279
"c_5",0.947923518859774
"c_6",1.22233016048438
"c_7",1.26876213043325
"c_8",1.19388932929654
"c_9",1.06027314859294
"c_10",1.05307418517571
"NPI1",0.900609763730661
"NPI2",1.11865610374964
"NPI3",1.17689165280139
"NPI4",0.993969755445672
"NPI5",0.913501098040191
"NPI6",0.890150011267055
"NPI7",0.919197877067303
"NPI8",0.728958769697155
"NPI9",0.530505720932596
"NPI10",1.08888881994545
"NPI11",0.963386136504542
"NPI12",0.231104851287534
"NPI13",0.604909023233065
"NPI14",0.294414064030299
"NPI15",1.00864957519642
"hs_1",0.918953960879371
"h_2",1.10260037365213
"h_3",0.825657941188968
"h_4",0.725698668971065
"h_5",1.06262660992415
"h_6",0.846532385846523
"h_7",0.830845116197834
"h_8",0.783562137483999
"h_9",0.793305592666204
"h_10",1.11904020388232
"MrI_1",0.975417155637443
"MI_2",0.933418354349011
"MI_3",0.612943217400624
"MI_4",0.665367430655732
"MI_5",1.14629669817208
"MI_6",0.948296601502743
"MI_7",1.04372765883691
"MI_8",0.914805160965135
"MI_9",1.03103374963728
"MI_10",0.955561392227439
"mSI_1",1.09172557234399
"mSI_2",0.989639542747082
"mSI_3",1.078826240813
"mSI_4",1.01326063711831
"mSI_5",1.03713438406403
"mSI_6",0.902436793631729
"mSI_7",1.10913265437326
"mSI_8",1.1403010759581
"mSI_9",1.11499078453074
"sd_1",0.734281334074968
"sd_2",1.02659644261344
"sd_3",1.09378825471016
"sd_4",0.941316861031315
"sd_5",1.03593853547774
"sd_6",1.34734350865687
"sd_7",0.96619690256876
"sd_8",0.799718594987534
"sd_9",1.1812641689384
"sd_10",1.26845318772342
"sd_11",1.13524564649505
"sd_12",1.21438392627015
"s_13",1.06666415716723
"s_14",0.861352862335116
"s_15",1.04255896438045
"s_16",0.975476282918311
"s_17",1.16691908442012
"s_18",0.856367847786245
"s_19",0.971760078692685
"s_20",1.21430850065811
"IM_1",1.11918566206506
"IM_2",1.20414469454149
"IM_3",1.3092849402331
"IM_4",1.37760892084001
"IM_5",1.09605160626287
"IM_6",1.03841240358419
"IM_7",1.12858737899325
"IM_8",0.699017076410125
"IM_9",1.10265428632973
"IM_10",0.718777034620783
"IM_11",0.857533739042105
"IM_12",0.981620860022472
"IM_13",0.733663904198623
"IM_14",0.836003145442935
"IM_15",1.18457713535462
"IM_16",1.17911319516387
"IM_17",0.919515064457966
"IM_18",0.605657891516192
"IM_19",1.2910011260574
"IM_20",1.0916170793038
"Abl",1.42457782044472
"Att",1.12014530386731
"Wlt",0.977970048657702
"Scl",1.20672209096746
"Mrl",1.03393338741089
"SES2",0.945346672181807
"SES1",0.880682829629619
